date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:46:34	167/167	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Oct%202023%2007:07:43%20GMT	http://images-pw.pixieset.com/elementfield/741547311/IMG_9562-f07f8987-2500.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/elementfield/741547311/IMG_9562-f07f8987-2500.jpg	(from https://guruphotography.mypixieset.com/wedding/)
12:46:34	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Oct%202023%2007:10:20%20GMT	http://images-pw.pixieset.com/elementfield/451547311/IMG_8171-045761f5-1000.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/elementfield/451547311/IMG_8171-045761f5-1000.29.delayed	(from https://guruphotography.mypixieset.com/engagement/)
12:46:34	167/167	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Oct%202023%2007:07:47%20GMT	http://images-pw.pixieset.com/elementfield/741547311/IMG_9715-b5b99703-2500.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/elementfield/741547311/IMG_9715-b5b99703-2500.jpg	(from https://guruphotography.mypixieset.com/wedding/)
12:46:34	167/167	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Oct%202023%2007:07:51%20GMT	http://images-pw.pixieset.com/elementfield/741547311/IMG_9830-161337c0-2500.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/elementfield/741547311/IMG_9830-161337c0-2500.jpg	(from https://guruphotography.mypixieset.com/wedding/)
12:46:34	557617/557617	------	200	untouched ('OK')	image/jpeg	etag:%2230949f67df6afcfc890496b9a734656a%22	https://images-pw.pixieset.com/elementfield/451547311/IMG_9102-f497490d-1500.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/elementfield/451547311/IMG_9102-f497490d-1500.jpg	(from https://guruphotography.mypixieset.com/engagement/)
12:46:34	167/167	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Oct%202023%2007:07:59%20GMT	http://images-pw.pixieset.com/elementfield/451547311/IMG_9102-c2caf794-1000.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/elementfield/451547311/IMG_9102-c2caf794-1000.jpg	(from https://guruphotography.mypixieset.com/engagement/)
12:46:34	167/167	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Oct%202023%2007:08:01%20GMT	http://images-pw.pixieset.com/elementfield/451547311/IMG_8074-80417ab4-1000.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/elementfield/451547311/IMG_8074-80417ab4-1000.jpg	(from https://guruphotography.mypixieset.com/engagement/)
12:46:34	166139/166139	------	200	untouched ('OK')	image/jpeg	etag:%22d22aa2ffe2354c5ffcd95f40ffb06ebd%22	https://images-pw.pixieset.com/elementfield/451547311/IMG_8101-72f6f847-1000.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/elementfield/451547311/IMG_8101-72f6f847-1000.jpg	(from https://guruphotography.mypixieset.com/engagement/)
12:46:34	167/167	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Oct%202023%2007:09:49%20GMT	http://images-pw.pixieset.com/elementfield/451547311/IMG_8886_1-21843ca4-1000.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/elementfield/451547311/IMG_8886_1-21843ca4-1000.jpg	(from https://guruphotography.mypixieset.com/engagement/)
12:46:34	155832/155832	------	200	untouched ('OK')	image/jpeg	etag:%22b0cc78f70ef9bbcc4d9787e964ad5be2%22	https://images-pw.pixieset.com/elementfield/451547311/IMG_8171-045761f5-1000.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/elementfield/451547311/IMG_8171-045761f5-1000.jpg	(from https://guruphotography.mypixieset.com/engagement/)
12:46:34	167/167	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Oct%202023%2007:10:22%20GMT	http://images-pw.pixieset.com/elementfield/451547311/IMG_9097-307d7567-1000.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/elementfield/451547311/IMG_9097-307d7567-1000.jpg	(from https://guruphotography.mypixieset.com/engagement/)
12:46:35	167/167	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Oct%202023%2007:10:25%20GMT	http://images-pw.pixieset.com/elementfield/451547311/IMG_9055-f326e6f1-1000.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/elementfield/451547311/IMG_9055-f326e6f1-1000.jpg	(from https://guruphotography.mypixieset.com/engagement/)
12:46:35	167/167	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Oct%202023%2007:10:28%20GMT	http://images-pw.pixieset.com/elementfield/451547311/IMG_8936_1-b6e0f875-1000.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/elementfield/451547311/IMG_8936_1-b6e0f875-1000.jpg	(from https://guruphotography.mypixieset.com/engagement/)
12:46:35	167/167	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Oct%202023%2007:10:31%20GMT	http://images-pw.pixieset.com/elementfield/451547311/IMG_8897-44577a86-1000.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/elementfield/451547311/IMG_8897-44577a86-1000.jpg	(from https://guruphotography.mypixieset.com/engagement/)
12:46:35	167/167	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Oct%202023%2007:10:33%20GMT	http://images-pw.pixieset.com/elementfield/451547311/IMG_9061-01916402-1000.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/elementfield/451547311/IMG_9061-01916402-1000.jpg	(from https://guruphotography.mypixieset.com/engagement/)
12:46:35	167/167	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Oct%202023%2007:10:35%20GMT	http://images-pw.pixieset.com/sample_photos/sample-146_XL.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/sample_photos/sample-146_XL.jpg	(from https://guruphotography.mypixieset.com/fashion/)
12:46:35	167/167	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Oct%202023%2007:10:37%20GMT	http://images-pw.pixieset.com/sample_photos/sample-143_XL.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/sample_photos/sample-143_XL.jpg	(from https://guruphotography.mypixieset.com/fashion/)
12:46:35	167/167	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Oct%202023%2007:10:41%20GMT	http://images-pw.pixieset.com/sample_photos/sample-148_XL.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/sample_photos/sample-148_XL.jpg	(from https://guruphotography.mypixieset.com/fashion/)
12:46:35	167/167	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Oct%202023%2007:10:44%20GMT	http://images-pw.pixieset.com/sample_photos/sample-150_XL.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/sample_photos/sample-150_XL.jpg	(from https://guruphotography.mypixieset.com/fashion/)
12:46:35	167/167	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Oct%202023%2007:10:47%20GMT	http://images-pw.pixieset.com/sample_photos/sample-149_XL.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/sample_photos/sample-149_XL.jpg	(from https://guruphotography.mypixieset.com/fashion/)
12:46:35	167/167	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Oct%202023%2007:10:52%20GMT	http://images-pw.pixieset.com/sample_photos/sample-155_XL.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/sample_photos/sample-155_XL.jpg	(from https://guruphotography.mypixieset.com/fashion/)
12:46:35	167/167	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Oct%202023%2007:10:55%20GMT	http://images-pw.pixieset.com/sample_photos/sample-156_XL.jpg	/storage/emulated/0/HTTrack/Websites/staging/images-pw.pixieset.com/sample_photos/sample-156_XL.jpg	(from https://guruphotography.mypixieset.com/fashion/)
